100,-1.350416,0.889377
110,4.979967,1.237704
121,1.068381,0.882782
133,1.841911,0.919968
146,1.689393,1.013940
160,1.211383,1.841665
176,3.091993,1.177652
193,1.102824,1.047559
212,6.196745,1.108128
233,3.419390,1.452976
256,3.037694,0.923639
281,6.484481,1.125882
309,0.535878,0.913308
339,-0.085696,1.473236
372,-0.474738,0.975795
409,2.346034,1.139908
449,-0.428371,1.098589
493,2.262114,0.902817
542,0.285450,1.614656
596,-0.352089,1.355514
655,-0.541325,1.394513
720,-2.355753,1.245506
792,4.635738,1.809609
871,-3.345219,1.017664
958,-1.484252,2.067690
1053,1.970519,0.945748
1158,3.405867,1.093982
1273,-1.863500,1.322809
1400,-0.002633,0.918792
1540,1.087809,0.932023
1694,7.219654,1.086095
1863,0.270935,1.051627
2049,-1.894995,1.104799
2253,-4.195662,1.058375
2478,2.074576,1.528959
2725,1.799156,1.502224
2997,-1.242955,1.038437
3296,0.455020,1.153954
3625,0.881269,1.829587
3987,3.078639,1.339107
4385,0.056671,0.916563
4823,-2.166136,0.961898
5305,3.499918,1.010596
5835,-2.385874,0.981705
6418,0.874255,0.922477
7059,1.004745,1.386541
7764,1.149153,1.002651
8540,-0.064611,1.088189
9394,3.475054,1.298674
10333,0.305400,0.978607
11366,3.665390,1.349972
12502,2.273819,1.773895
13752,-3.010024,0.967300
15127,3.255967,1.337610
16639,-0.216766,1.596735
18302,0.049122,0.969696
20132,-1.203696,1.047755
22145,1.578191,0.886633
24359,0.661877,1.048925
26794,-2.811227,1.415293
29473,3.745621,1.319174
32420,2.471044,2.107740
35662,-2.624130,1.767574
39228,4.823445,1.778701
43150,1.297911,0.872453
47465,4.532525,0.897073
52211,3.283881,1.119669
57432,8.527513,0.897550
63175,1.974585,1.122364
69492,2.975779,0.895374
76441,-0.684873,0.943859
84085,2.700829,1.481264
92493,4.593150,1.328156
101742,-1.408961,1.114538
111916,3.421395,0.892150
123107,0.558958,1.083769
135417,1.575386,0.907445
148958,3.202182,0.917654
163853,-0.804466,0.938389
180238,5.508591,1.643040
198261,0.784726,1.302848
218087,3.107806,1.420716
239895,0.587133,1.435220
263884,4.764277,1.451300
290272,1.745144,1.317159
319299,2.598621,0.985880
351228,3.018111,0.897694
386350,2.543701,1.447284
424985,1.449127,1.088475
467483,0.424208,2.006974
514231,3.149217,1.123635
565654,2.341030,0.953458
622219,8.702841,1.876412
684440,5.856552,1.547254
752884,7.699966,1.108580
828172,6.615790,1.654830
910989,6.670394,1.594490
1002087,6.910068,1.439786
1102295,3.625987,0.894435
1212524,13.120126,1.320672
1333776,9.875674,1.459893
1467153,9.188270,1.651311
1613868,6.106974,0.941805
1775254,15.794601,1.414757
1952779,11.317423,1.350800
2148056,14.413010,1.721876
2362861,11.459013,0.893535
2599147,18.100980,0.878821
2859061,10.684934,0.920099
3144967,16.246091,0.921002
3459463,19.015850,1.129919
3805409,20.185218,0.877141
4185949,11.209762,1.625156
4604543,20.837875,1.463512
5064997,19.459847,1.106211
5571496,15.595418,1.024683
6128645,14.312032,0.904427
6741509,17.946376,1.055306
7415659,19.971528,0.969096
8157224,19.091179,0.941788
8972946,22.149969,1.621160
9870240,18.410988,0.999263
10857264,24.398173,3.068152
11942990,16.621076,1.492179
13137289,27.294397,0.876877
14451017,27.266492,0.899243
15896118,22.182957,0.943647
17485729,25.859031,1.571851
19234301,21.227209,1.678903
21157731,27.958294,1.724816
23273504,26.587758,0.943823
25600854,26.956100,1.243342
28160939,29.566668,1.489968
30977032,27.438929,0.852816
34074735,31.561096,1.785949
37482208,24.760492,1.662787
41230428,27.996249,1.887185
45353470,26.094838,1.426160
49888817,32.687562,1.830994
54877698,26.291144,1.213656
60365467,28.901792,0.867119
66402013,35.852799,1.464111
73042214,28.575217,0.836544
80346435,38.329887,0.863300
88381078,28.793661,1.127502
97219185,32.646890,1.369347
106941103,31.375231,0.803382
117635213,28.874055,1.311039
129398734,28.580566,1.239104
142338607,35.796659,0.812343
156572467,29.580083,0.765215
172229713,29.452588,1.244425
189452684,26.059532,0.750477
208397952,23.648772,0.768112
229237747,21.252285,0.714296
252161521,26.889711,0.841020
277377673,25.842105,1.167099
305115440,32.523916,0.883294
335626984,25.163874,0.736876
369189682,24.606802,0.781894
406108650,17.907300,0.866638
446719515,26.442211,0.592534
491391466,32.619877,0.787361
540530612,32.549157,0.508186
594583673,24.495448,0.770320
654042040,28.784578,0.546915
719446244,32.750411,0.422391
791390868,27.831026,0.527250
870529954,22.315823,0.328690
957582949,22.430264,0.326519
1053341243,28.114415,0.748080
1158675367,26.857883,0.312676
1274542903,29.344851,0.613703
1401997193,32.016665,0.335358
1542196912,32.058725,0.329148
1696416603,32.748798,0.388127
1866058263,28.011441,0.324663
2052664089,33.790658,0.407520
2257930497,28.540152,0.317792
2483723546,30.016543,0.352698
2732095900,33.829580,0.441124
3005305490,28.685433,0.703050
3305836039,38.671818,0.536137
3636419642,32.939163,0.404804
4000061606,29.464010,0.693631
4400067766,32.785349,0.442748
4840074542,33.929087,0.361297
5324081996,34.620464,0.461811
5856490195,34.044270,0.326554
